state,action,reward,next_state,reward_detail
105|363|164|308|356|134,443|351|219,6,164|308|356|134|443|219,[5 0 1]
172|274|48|422|327|96,392|313|194,3,422|327|96|392|313|194,[1 1 1]
407|43|211|283|322|4,98|236|317,1,43|211|283|322|4|317,[0 0 1]
94|35|188|117|128|406,385|460|143,1,35|188|117|128|406|385,[1 0 0]
481|126|24|112|400|329,366|169|159,5,126|24|112|400|329|159,[0 0 5]
244|86|225|358|419|45,46|473|123,1,86|225|358|419|45|473,[0 1 0]
131|68|0|105|273|19,162|367|458,1,68|0|105|273|19|458,[0 0 1]
325|311|264|106|187|349,436|243|95,0,325|311|264|106|187|349,[0 0 0]
52|497|157|88|354|9,189|109|57,5,497|157|88|354|9|189,[5 0 0]
343|453|7|16|76|177,381|62|162,1,453|7|16|76|177|162,[0 0 1]
365|380|106|389|197|431,320|436|311,10,106|389|197|431|320|311,[5 0 5]
382|425|434|404|394|319,7|385|461,1,425|434|404|394|319|385,[0 1 0]
168|184|382|227|141|8,179|430|421,5,184|382|227|141|8|179,[5 0 0]
329|171|92|120|367|287,147|1|290,0,329|171|92|120|367|287,[0 0 0]
177|96|0|179|53|295,397|115|99,2,0|179|53|295|115|99,[0 1 1]
429|184|419|353|454|281,78|378|80,6,419|353|454|281|78|378,[1 5 0]
384|431|268|134|282|249,278|242|115,1,431|268|134|282|249|278,[1 0 0]
73|107|296|250|369|169,98|466|401,7,250|369|169|98|466|401,[1 1 5]
279|341|71|268|448|463,52|330|76,10,71|268|448|463|52|76,[5 0 5]
231|479|381|242|255|58,127|404|258,1,479|381|242|255|58|404,[0 1 0]
417|176|363|413|445|175,430|283|183,5,176|363|413|445|175|430,[5 0 0]
263|90|85|319|334|315,320|51|215,2,85|319|334|315|320|51,[1 1 0]
480|467|474|376|285|155,94|356|496,6,474|376|285|155|356|496,[0 5 1]
465|416|480|351|273|345,444|369|496,10,480|351|273|345|444|369,[5 5 0]
466|462|121|271|438|138,145|432|337,0,466|462|121|271|438|138,[0 0 0]
327|453|292|78|492|128,372|343|457,6,292|78|492|128|372|343,[5 1 0]
63|235|228|307|432|487,113|482|465,2,228|307|432|487|482|465,[0 1 1]
388|338|272|150|279|396,55|87|214,6,272|150|279|396|87|214,[0 5 1]
142|389|172|373|292|364,402|45|144,6,172|373|292|364|402|45,[5 1 0]
245|24|355|70|396|377,250|377|234,2,355|70|396|377|377|234,[0 1 1]
357|282|492|363|278|377,287|326|106,5,282|492|363|278|377|326,[0 5 0]
67|328|228|464|266|87,326|250|153,1,328|228|464|266|87|250,[0 1 0]
359|290|72|114|218|127,429|179|154,1,290|72|114|218|127|179,[0 1 0]
494|143|173|191|148|389,161|446|131,1,143|173|191|148|389|446,[0 1 0]
414|315|485|447|305|271,258|98|248,3,447|305|271|258|98|248,[1 1 1]
92|15|321|117|14|481,149|236|451,2,321|117|14|481|236|451,[0 1 1]
248|202|291|184|35|40,300|280|378,0,248|202|291|184|35|40,[0 0 0]
8|181|145|279|351|405,201|366|194,6,145|279|351|405|201|366,[5 1 0]
443|198|162|403|109|99,464|347|256,2,162|403|109|99|464|256,[1 0 1]
8|84|177|257|400|295,49|213|164,1,84|177|257|400|295|49,[1 0 0]
51|209|383|437|111|85,271|420|320,1,209|383|437|111|85|271,[1 0 0]
387|310|64|235|330|233,370|99|417,1,310|64|235|330|233|99,[0 1 0]
457|176|196|370|53|304,158|417|267,1,176|196|370|53|304|158,[1 0 0]
382|161|41|373|268|241,25|498|71,6,41|373|268|241|498|71,[0 1 5]
42|260|127|437|325|376,315|271|461,0,42|260|127|437|325|376,[0 0 0]
131|273|107|162|474|420,323|337|212,1,273|107|162|474|420|212,[0 0 1]
387|255|194|197|393|318,98|425|112,1,255|194|197|393|318|112,[0 0 1]
327|3|475|293|499|19,112|274|78,6,475|293|499|19|112|78,[5 0 1]
498|341|98|192|313|38,80|380|111,0,498|341|98|192|313|38,[0 0 0]
279|214|355|46|260|214,399|350|230,0,279|214|355|46|260|214,[0 0 0]
459|384|238|17|142|187,59|477|396,5,384|238|17|142|187|477,[0 5 0]
102|90|159|439|422|419,230|413|69,10,159|439|422|419|230|413,[5 5 0]
243|280|387|116|127|46,299|27|325,2,387|116|127|46|299|27,[1 1 0]
450|441|285|84|349|481,286|196|478,1,441|285|84|349|481|286,[1 0 0]
446|332|498|224|420|441,217|136|49,1,332|498|224|420|441|217,[1 0 0]
46|442|34|320|342|424,367|238|405,11,320|342|424|367|238|405,[5 1 5]
136|203|267|495|386|94,162|29|496,6,267|495|386|94|29|496,[0 1 5]
64|166|78|102|468|167,170|305|297,1,166|78|102|468|167|297,[0 0 1]
35|98|418|458|96|396,140|496|398,0,35|98|418|458|96|396,[0 0 0]
214|44|463|339|138|74,112|429|353,0,214|44|463|339|138|74,[0 0 0]
316|440|345|24|360|367,142|488|101,0,316|440|345|24|360|367,[0 0 0]
129|313|216|250|331|180,64|356|294,1,313|216|250|331|180|64,[1 0 0]
210|155|93|305|341|298,313|109|37,1,155|93|305|341|298|37,[0 0 1]
235|284|285|304|355|325,116|128|141,2,285|304|355|325|116|128,[1 1 0]
15|484|427|452|110|56,275|230|347,1,484|427|452|110|56|347,[0 0 1]
288|63|454|276|421|212,49|476|96,0,288|63|454|276|421|212,[0 0 0]
274|237|424|141|434|123,379|163|69,6,424|141|434|123|379|69,[1 0 5]
298|53|29|35|284|230,459|498|490,7,35|284|230|459|498|490,[5 1 1]
261|118|376|216|27|270,164|209|425,2,376|216|27|270|209|425,[0 1 1]
33|442|200|426|182|297,487|305|277,1,442|200|426|182|297|487,[1 0 0]
77|7|427|176|411|296,357|219|147,0,77|7|427|176|411|296,[0 0 0]
324|343|174|186|443|104,425|362|183,1,343|174|186|443|104|425,[1 0 0]
171|126|406|467|300|385,118|164|226,6,406|467|300|385|164|226,[0 1 5]
202|350|441|276|435|347,444|212|243,3,276|435|347|444|212|243,[1 1 1]
499|393|490|99|477|38,30|366|208,6,490|99|477|38|366|208,[0 1 5]
31|69|81|231|95|45,356|402|4,1,69|81|231|95|45|356,[1 0 0]
93|336|27|453|471|398,145|121|127,0,93|336|27|453|471|398,[0 0 0]
245|74|153|483|164|111,128|75|315,2,153|483|164|111|128|315,[1 0 1]
479|465|104|353|370|100,54|16|484,5,465|104|353|370|100|484,[0 0 5]
178|496|220|266|290|450,375|314|32,1,496|220|266|290|450|32,[0 0 1]
76|9|234|425|426|150,411|131|202,6,234|425|426|150|131|202,[0 5 1]
385|454|387|243|343|363,2|476|301,2,387|243|343|363|2|476,[1 1 0]
41|72|104|169|322|438,473|317|221,10,104|169|322|438|473|317,[5 5 0]
373|397|474|190|388|419,36|144|380,1,397|474|190|388|419|36,[1 0 0]
241|198|293|308|251|295,99|370|210,0,241|198|293|308|251|295,[0 0 0]
137|499|312|28|253|170,307|226|40,2,312|28|253|170|307|226,[1 1 0]
275|293|342|28|89|467,293|83|181,5,293|342|28|89|467|293,[5 0 0]
37|415|343|11|350|465,324|47|129,3,11|350|465|324|47|129,[1 1 1]
390|26|458|42|439|298,172|49|67,2,458|42|439|298|172|67,[1 0 1]
116|178|230|120|220|236,109|392|36,2,230|120|220|236|392|36,[0 1 1]
140|474|95|240|260|155,373|440|258,5,474|95|240|260|155|258,[0 0 5]
203|304|407|405|4|413,192|247|250,2,407|405|4|413|192|247,[1 1 0]
256|219|484|335|168|97,473|61|372,6,484|335|168|97|61|372,[0 1 5]
71|219|459|216|396|328,101|262|349,7,216|396|328|101|262|349,[5 1 1]
401|498|315|85|257|34,157|486|2,1,498|315|85|257|34|486,[0 1 0]
287|39|490|252|484|305,414|401|120,0,287|39|490|252|484|305,[0 0 0]
248|443|432|419|484|302,489|91|37,1,443|432|419|484|302|91,[0 1 0]
472|401|289|488|473|226,82|451|452,5,401|289|488|473|226|451,[0 5 0]
34|150|238|390|466|183,1|401|161,10,238|390|466|183|1|401,[5 5 0]
159|475|95|357|366|121,369|124|289,2,95|357|366|121|369|289,[1 0 1]
193|482|284|318|209|139,288|322|64,2,284|318|209|139|288|322,[1 1 0]
222|68|482|307|414|129,456|290|182,11,307|414|129|456|290|182,[1 5 5]
55|211|230|95|310|51,224|489|167,5,211|230|95|310|51|167,[0 0 5]
109|330|471|218|70|368,130|451|65,1,330|471|218|70|368|130,[1 0 0]
386|45|496|466|224|304,56|489|0,2,496|466|224|304|489|0,[0 1 1]
432|312|489|162|466|43,77|425|160,2,489|162|466|43|425|160,[0 1 1]
403|356|347|190|132|401,243|12|305,6,347|190|132|401|243|12,[1 5 0]
91|53|366|358|188|300,488|170|199,0,91|53|366|358|188|300,[0 0 0]
193|76|333|385|371|137,120|389|328,1,76|333|385|371|137|389,[0 1 0]
403|157|453|211|15|13,24|206|173,1,157|453|211|15|13|173,[0 0 1]
153|58|41|42|271|241,253|64|142,2,41|42|271|241|253|64,[1 1 0]
312|265|291|180|216|280,416|424|316,2,291|180|216|280|424|316,[0 1 1]
425|201|224|341|325|267,251|337|158,3,341|325|267|251|337|158,[1 1 1]
334|255|218|72|396|80,402|90|212,1,255|218|72|396|80|90,[0 1 0]
256|21|327|107|439|45,399|261|332,6,327|107|439|45|399|261,[5 1 0]
55|445|456|89|394|34,332|43|454,5,445|456|89|394|34|43,[0 5 0]
393|106|442|486|121|333,496|417|268,2,442|486|121|333|496|417,[1 1 0]
71|55|487|43|396|135,291|215|23,1,55|487|43|396|135|291,[1 0 0]
446|247|196|245|228|204,74|54|95,1,247|196|245|228|204|54,[0 1 0]
139|356|435|270|399|410,303|160|343,0,139|356|435|270|399|410,[0 0 0]
155|229|63|409|129|109,200|323|461,6,63|409|129|109|200|323,[1 5 0]
353|55|389|356|240|317,188|11|434,6,389|356|240|317|11|434,[0 5 1]
244|124|100|72|368|427,272|140|229,1,124|100|72|368|427|272,[1 0 0]
177|185|376|489|376|469,280|287|313,0,177|185|376|489|376|469,[0 0 0]
229|157|309|148|116|268,270|474|240,15,148|116|268|270|474|240,[5 5 5]
325|293|423|412|37|172,236|334|188,6,423|412|37|172|236|188,[5 0 1]
444|43|429|68|313|283,410|304|403,3,68|313|283|410|304|403,[1 1 1]
156|450|177|338|126|389,218|162|86,0,156|450|177|338|126|389,[0 0 0]
479|214|310|470|498|410,351|167|116,0,479|214|310|470|498|410,[0 0 0]
256|91|300|334|99|121,288|211|390,5,91|300|334|99|121|288,[5 0 0]
246|184|229|471|150|377,455|324|360,7,471|150|377|455|324|360,[5 1 1]
297|464|232|461|93|386,496|40|324,0,297|464|232|461|93|386,[0 0 0]
315|133|440|478|172|484,299|237|131,6,440|478|172|484|237|131,[0 1 5]
256|378|358|166|391|281,63|395|249,5,378|358|166|391|281|249,[0 0 5]
465|185|483|351|364|301,112|91|275,6,483|351|364|301|112|91,[1 5 0]
166|142|484|19|248|413,104|76|355,1,142|484|19|248|413|355,[0 0 1]
182|52|96|296|127|382,122|454|287,11,296|127|382|122|454|287,[1 5 5]
121|51|158|181|274|64,226|200|186,2,158|181|274|64|200|186,[0 1 1]
113|165|17|337|264|166,494|241|123,1,165|17|337|264|166|494,[1 0 0]
15|88|122|36|221|280,23|157|165,10,122|36|221|280|157|165,[0 5 5]
372|248|60|60|209|388,46|423|406,2,60|60|209|388|46|406,[1 0 1]
313|209|322|163|230|458,39|19|141,1,209|322|163|230|458|19,[0 1 0]
93|475|456|17|10|251,13|368|26,0,93|475|456|17|10|251,[0 0 0]
419|472|204|273|285|407,492|424|272,0,419|472|204|273|285|407,[0 0 0]
319|199|244|322|171|194,150|232|400,7,322|171|194|150|232|400,[5 1 1]
495|35|242|450|455|219,466|210|481,7,450|455|219|466|210|481,[1 5 1]
290|442|25|320|80|347,207|70|331,1,442|25|320|80|347|331,[0 0 1]
125|227|169|443|228|2,298|216|32,2,169|443|228|2|298|216,[1 1 0]
218|253|289|471|297|477,486|449|162,6,289|471|297|477|486|162,[1 0 5]
486|44|245|353|8|124,256|196|445,2,245|353|8|124|196|445,[0 1 1]
105|326|384|495|214|73,484|200|323,1,326|384|495|214|73|200,[0 1 0]
73|152|482|39|89|361,355|246|350,1,152|482|39|89|361|355,[1 0 0]
456|433|248|371|268|457,482|65|15,1,433|248|371|268|457|482,[1 0 0]
345|488|312|453|281|272,12|436|328,5,488|312|453|281|272|328,[0 0 5]
133|238|129|428|491|342,417|306|464,1,238|129|428|491|342|464,[0 0 1]
360|154|63|223|19|105,117|492|239,7,223|19|105|117|492|239,[5 1 1]
325|442|438|274|284|6,492|131|446,3,274|284|6|492|131|446,[1 1 1]
274|244|233|215|475|355,351|112|239,6,233|215|475|355|351|112,[1 5 0]
385|179|145|5|344|75,170|497|1,6,145|5|344|75|497|1,[0 1 5]
308|122|115|9|268|212,296|94|110,6,115|9|268|212|296|110,[5 0 1]
30|99|138|206|297|398,180|148|194,1,99|138|206|297|398|148,[0 1 0]
445|369|79|89|267|321,6|259|480,2,79|89|267|321|6|480,[1 0 1]
163|345|356|436|94|272,371|234|469,1,345|356|436|94|272|234,[0 1 0]
40|129|248|225|250|231,55|417|469,0,40|129|248|225|250|231,[0 0 0]
230|339|348|250|27|497,167|179|488,6,348|250|27|497|179|488,[0 5 1]
436|130|404|281|110|27,424|196|167,2,404|281|110|27|424|196,[1 1 0]
92|334|373|65|280|263,10|126|452,10,373|65|280|263|10|126,[5 5 0]
170|223|35|134|404|263,310|293|421,2,35|134|404|263|293|421,[0 1 1]
229|348|337|287|184|413,186|117|272,1,348|337|287|184|413|117,[0 1 0]
267|321|84|18|66|295,392|452|463,10,84|18|66|295|392|463,[5 0 5]
160|458|52|135|69|55,403|351|410,5,458|52|135|69|55|403,[5 0 0]
296|459|60|253|215|475,337|289|303,6,60|253|215|475|337|303,[1 0 5]
456|492|165|391|217|129,228|343|386,1,492|165|391|217|129|228,[1 0 0]
15|135|307|134|463|325,40|104|460,1,135|307|134|463|325|104,[0 1 0]
42|60|11|325|165|199,133|401|426,0,42|60|11|325|165|199,[0 0 0]
75|115|13|462|55|314,99|333|473,1,115|13|462|55|314|333,[0 1 0]
451|353|375|309|363|129,491|74|399,6,375|309|363|129|491|74,[1 5 0]
238|253|277|493|315|375,83|358|41,3,493|315|375|83|358|41,[1 1 1]
75|442|425|131|389|424,171|139|398,1,442|425|131|389|424|139,[0 1 0]
225|49|56|135|405|394,237|325|383,1,49|56|135|405|394|383,[0 0 1]
451|224|394|306|391|396,383|233|138,2,394|306|391|396|383|233,[1 1 0]
427|70|6|173|335|187,476|172|147,5,70|6|173|335|187|147,[0 0 5]
278|94|353|72|341|442,80|150|134,1,94|353|72|341|442|150,[0 1 0]
462|12|10|184|445|443,125|241|277,1,12|10|184|445|443|241,[0 1 0]
98|277|309|147|443|468,138|263|56,1,277|309|147|443|468|56,[0 0 1]
327|21|384|347|80|81,149|485|282,5,21|384|347|80|81|485,[0 5 0]
290|119|1|238|157|308,87|495|305,0,290|119|1|238|157|308,[0 0 0]
429|198|349|398|122|176,405|51|387,2,349|398|122|176|405|387,[1 0 1]
452|429|218|210|265|334,105|302|260,0,452|429|218|210|265|334,[0 0 0]
153|314|288|66|97|87,74|147|453,1,314|288|66|97|87|147,[0 1 0]
110|97|292|432|66|307,350|88|418,2,292|432|66|307|350|88,[1 1 0]
273|201|201|257|40|366,430|182|174,1,201|201|257|40|366|182,[0 1 0]
17|299|473|107|325|139,187|356|141,1,299|473|107|325|139|356,[0 1 0]
85|476|374|296|138|144,31|301|194,2,374|296|138|144|31|194,[1 0 1]
360|336|213|400|341|310,306|268|197,5,336|213|400|341|310|306,[5 0 0]
61|110|273|97|470|254,356|107|8,2,273|97|470|254|356|107,[1 1 0]
422|112|39|498|98|101,485|462|3,7,498|98|101|485|462|3,[1 1 5]
185|446|265|484|376|6,379|309|147,5,446|265|484|376|6|147,[0 0 5]
47|375|102|496|409|195,395|311|371,5,375|102|496|409|195|311,[0 5 0]
469|233|224|88|266|143,351|266|60,1,233|224|88|266|143|60,[0 0 1]
38|95|387|382|171|188,55|413|262,3,382|171|188|55|413|262,[1 1 1]
3|435|106|167|256|250,381|222|283,1,435|106|167|256|250|381,[1 0 0]
335|349|66|1|28|41,478|367|457,1,349|66|1|28|41|367,[0 1 0]
477|190|421|462|50|268,338|326|195,10,421|462|50|268|338|195,[5 0 5]
133|332|67|229|144|98,289|111|364,1,332|67|229|144|98|364,[0 0 1]
169|481|428|462|446|274,27|468|193,7,462|446|274|27|468|193,[5 1 1]
254|477|244|7|490|47,63|54|3,1,477|244|7|490|47|54,[0 1 0]
66|120|367|101|351|191,426|468|156,1,120|367|101|351|191|426,[1 0 0]
248|74|293|366|223|190,172|351|373,2,293|366|223|190|172|373,[1 0 1]
323|228|247|429|371|162,286|189|370,5,228|247|429|371|162|370,[0 0 5]
21|150|311|146|109|344,393|333|117,5,150|311|146|109|344|393,[5 0 0]
280|114|149|397|23|209,205|59|459,6,149|397|23|209|205|459,[1 0 5]
470|354|372|304|63|208,108|352|199,3,304|63|208|108|352|199,[1 1 1]
231|482|62|484|457|98,157|271|448,11,484|457|98|157|271|448,[1 5 5]
300|356|26|5|16|342,321|270|484,2,26|5|16|342|321|484,[1 0 1]
348|104|350|265|186|186,154|452|239,2,350|265|186|186|154|452,[1 1 0]
81|108|183|161|392|8,389|95|380,7,161|392|8|389|95|380,[1 5 1]
328|20|206|257|146|175,231|155|189,6,206|257|146|175|231|155,[5 1 0]
433|416|432|245|211|372,442|244|292,5,416|432|245|211|372|292,[0 0 5]
409|322|151|386|425|424,438|467|35,6,151|386|425|424|438|35,[1 0 5]
108|327|32|109|270|432,402|11|407,15,109|270|432|402|11|407,[5 5 5]
118|43|201|494|88|383,109|312|103,0,118|43|201|494|88|383,[0 0 0]
388|294|21|21|410|106,5|171|384,1,294|21|21|410|106|5,[1 0 0]
237|263|424|62|408|455,38|177|113,2,424|62|408|455|38|113,[1 0 1]
247|141|63|233|346|413,286|40|454,5,141|63|233|346|413|40,[0 5 0]
84|228|234|119|297|33,321|181|478,2,234|119|297|33|321|181,[1 1 0]
148|392|367|237|43|298,376|399|436,5,392|367|237|43|298|436,[0 0 5]
75|475|208|418|492|88,113|57|102,1,475|208|418|492|88|57,[0 1 0]
496|394|17|471|375|159,177|299|304,2,17|471|375|159|299|304,[0 1 1]
470|424|54|49|5|114,478|379|52,6,54|49|5|114|379|52,[0 1 5]
372|78|206|405|442|346,290|479|323,11,405|442|346|290|479|323,[5 1 5]
69|373|429|281|135|291,215|451|358,1,373|429|281|135|291|215,[1 0 0]
326|290|246|189|305|441,49|179|9,6,246|189|305|441|49|9,[5 0 1]
281|298|162|204|2|355,147|427|315,1,298|162|204|2|355|147,[1 0 0]
237|66|303|109|176|330,46|319|107,2,303|109|176|330|319|107,[0 1 1]
399|101|118|311|163|35,356|136|131,5,101|118|311|163|35|356,[5 0 0]
410|453|379|172|21|201,253|197|29,2,379|172|21|201|253|29,[1 0 1]
439|154|194|62|246|382,389|303|48,2,194|62|246|382|389|48,[1 0 1]
69|393|166|402|35|424,444|364|8,1,393|166|402|35|424|364,[0 1 0]
466|124|129|325|90|397,252|430|247,1,124|129|325|90|397|430,[0 1 0]
288|230|451|458|92|358,53|146|471,0,288|230|451|458|92|358,[0 0 0]
53|32|93|466|255|401,276|85|231,6,93|466|255|401|276|231,[5 0 1]
105|206|256|272|249|135,318|381|369,15,272|249|135|318|381|369,[5 5 5]
408|136|33|380|65|381,222|490|5,0,408|136|33|380|65|381,[0 0 0]
13|141|490|60|17|142,153|21|134,2,490|60|17|142|21|134,[0 1 1]
307|463|369|163|449|198,125|436|489,2,369|163|449|198|436|489,[0 1 1]
389|40|485|484|82|137,49|491|216,5,40|485|484|82|137|49,[5 0 0]
394|167|490|459|61|248,485|323|244,6,490|459|61|248|485|244,[1 0 5]
226|369|83|236|451|207,494|263|453,6,83|236|451|207|494|453,[1 0 5]
430|32|251|492|104|323,31|229|188,1,32|251|492|104|323|31,[1 0 0]
243|443|30|128|272|467,11|34|116,6,30|128|272|467|34|116,[0 1 5]
420|106|319|107|8|467,350|136|4,0,420|106|319|107|8|467,[0 0 0]
300|405|107|164|183|257,457|245|79,5,405|107|164|183|257|457,[5 0 0]
257|470|138|158|358|271,251|85|212,7,158|358|271|251|85|212,[5 1 1]
138|152|428|8|479|231,101|101|432,3,8|479|231|101|101|432,[1 1 1]
259|214|152|335|398|403,0|488|39,2,152|335|398|403|0|488,[1 1 0]
400|366|407|196|404|245,70|47|5,1,366|407|196|404|245|70,[1 0 0]
247|346|431|423|201|51,252|156|439,1,346|431|423|201|51|252,[1 0 0]
426|304|207|468|361|214,264|230|450,2,207|468|361|214|264|450,[1 0 1]
428|276|298|380|446|135,72|398|377,7,380|446|135|72|398|377,[5 1 1]
325|85|156|498|441|301,197|57|313,1,85|156|498|441|301|57,[0 1 0]
209|145|166|470|456|398,230|93|329,1,145|166|470|456|398|93,[0 1 0]
112|276|100|468|383|433,300|41|5,6,100|468|383|433|300|5,[5 0 1]
10|4|362|173|336|328,213|210|373,0,10|4|362|173|336|328,[0 0 0]
185|450|100|28|382|334,241|487|99,2,100|28|382|334|487|99,[0 1 1]
367|67|216|311|371|495,164|496|287,0,367|67|216|311|371|495,[0 0 0]
405|289|272|232|131|199,104|363|481,0,405|289|272|232|131|199,[0 0 0]
382|428|31|30|190|119,32|437|194,6,31|30|190|119|32|437,[5 1 0]
333|408|451|358|62|278,302|56|464,0,333|408|451|358|62|278,[0 0 0]
8|121|36|134|286|79,168|281|273,0,8|121|36|134|286|79,[0 0 0]
94|295|420|291|174|89,7|308|271,15,291|174|89|7|308|271,[5 5 5]
164|240|397|344|142|379,474|172|466,1,240|397|344|142|379|474,[1 0 0]
39|115|485|357|386|357,431|8|174,1,115|485|357|386|357|8,[0 1 0]
0|494|71|495|426|364,448|209|37,1,494|71|495|426|364|209,[0 1 0]
242|418|322|306|228|438,168|496|469,2,322|306|228|438|168|469,[1 0 1]
430|194|92|455|388|133,331|354|467,10,92|455|388|133|331|354,[5 5 0]
53|308|30|176|22|135,120|388|327,1,308|30|176|22|135|388,[0 1 0]
134|360|168|303|25|310,318|195|267,1,360|168|303|25|310|318,[1 0 0]
24|426|309|107|116|478,300|28|426,1,426|309|107|116|478|28,[0 1 0]
66|85|366|210|24|33,24|67|459,6,366|210|24|33|24|67,[5 1 0]
243|241|13|41|243|68,421|461|479,2,13|41|243|68|461|479,[0 1 1]
336|96|444|259|364|425,477|71|28,10,444|259|364|425|477|28,[5 0 5]
371|69|193|30|22|320,158|278|290,11,30|22|320|158|278|290,[1 5 5]
471|123|499|132|73|291,117|35|262,2,499|132|73|291|117|35,[1 1 0]
146|328|238|346|238|321,78|363|331,1,328|238|346|238|321|331,[0 0 1]
25|411|94|145|252|16,222|10|3,5,411|94|145|252|16|222,[5 0 0]
205|271|161|223|284|353,17|247|207,0,205|271|161|223|284|353,[0 0 0]
401|268|338|268|280|56,465|133|156,10,338|268|280|56|465|133,[5 5 0]
243|25|477|124|430|8,208|200|30,5,25|477|124|430|8|200,[0 5 0]
460|165|380|296|409|35,88|343|224,0,460|165|380|296|409|35,[0 0 0]
17|214|445|123|406|370,312|189|466,1,214|445|123|406|370|189,[0 1 0]
100|70|442|147|57|105,192|80|334,6,442|147|57|105|192|334,[5 0 1]
492|106|347|468|309|303,364|414|459,5,106|347|468|309|303|459,[0 0 5]
442|313|5|259|60|4,347|1|381,2,5|259|60|4|347|1,[1 1 0]
129|199|15|263|282|341,349|289|378,0,129|199|15|263|282|341,[0 0 0]
485|471|381|280|215|292,174|164|355,6,381|280|215|292|174|355,[1 0 5]
489|304|378|309|490|194,28|53|412,10,378|309|490|194|53|412,[0 5 5]
336|207|322|431|409|391,218|2|164,0,336|207|322|431|409|391,[0 0 0]
494|494|284|224|121|236,168|77|267,6,284|224|121|236|168|77,[1 5 0]
113|471|320|237|427|411,250|42|284,0,113|471|320|237|427|411,[0 0 0]
219|283|483|128|340|270,428|448|147,1,283|483|128|340|270|448,[0 1 0]
120|24|498|230|345|374,218|341|330,11,230|345|374|218|341|330,[5 1 5]
400|430|205|38|477|449,120|79|201,1,430|205|38|477|449|201,[0 0 1]
257|298|128|332|62|344,146|141|93,1,298|128|332|62|344|141,[0 1 0]
430|128|138|120|350|358,57|133|479,6,138|120|350|358|57|479,[5 0 1]
246|277|55|65|390|128,346|315|267,2,55|65|390|128|346|267,[1 0 1]
357|41|450|495|417|226,234|328|388,1,41|450|495|417|226|328,[0 1 0]
0|229|215|153|286|149,307|210|477,5,229|215|153|286|149|210,[0 5 0]
114|244|236|400|150|336,337|41|193,6,236|400|150|336|337|193,[5 0 1]
140|184|206|348|341|339,297|349|182,2,206|348|341|339|297|182,[1 0 1]
309|204|161|26|413|286,334|106|349,6,161|26|413|286|334|349,[1 0 5]
174|175|305|2|180|190,371|282|95,11,2|180|190|371|282|95,[1 5 5]
345|417|21|298|345|332,353|444|369,6,21|298|345|332|353|369,[1 0 5]
80|256|106|388|68|273,265|152|161,1,256|106|388|68|273|265,[1 0 0]
233|421|341|125|153|327,380|35|434,1,421|341|125|153|327|35,[0 1 0]
50|207|244|439|39|178,340|8|263,5,207|244|439|39|178|263,[0 0 5]
232|148|381|364|216|375,453|43|394,2,381|364|216|375|453|43,[1 1 0]
480|74|248|244|191|267,160|279|486,11,244|191|267|160|279|486,[1 5 5]
0|128|211|97|244|162,143|356|349,5,128|211|97|244|162|349,[0 0 5]
76|107|100|482|161|240,378|45|63,6,100|482|161|240|378|63,[1 0 5]
29|358|33|307|365|263,140|432|78,6,33|307|365|263|432|78,[0 5 1]
198|242|291|127|213|128,107|491|38,6,291|127|213|128|107|38,[1 0 5]
239|424|103|477|13|132,177|466|459,6,103|477|13|132|177|459,[1 0 5]
210|162|36|94|306|337,378|32|244,1,162|36|94|306|337|378,[1 0 0]
